1: 19,13,25,8,24,27,39,6,14,37,31,20,3,47,30,32,5,48,2,45,49,22,46,16,9,33,4,40,26,0,7,11,43,1,28,17,15,44,10,35,21,38,42,29,34,18,41,12,23,36,
2: 21,28,8,46,37,12,18,4,31,22,35,47,42,13,16,49,30,34,5,38,2,39,6,19,23,10,1,17,48,9,45,40,11,7,32,26,41,0,27,20,44,14,25,29,36,33,24,3,15,43,
3: 47,6,18,31,25,1,45,33,20,4,7,38,15,11,24,30,39,9,3,13,44,27,41,16,12,8,43,40,2,36,5,0,10,35,48,22,26,17,37,21,49,42,19,29,14,34,46,23,32,28,
4: 32,37,10,26,19,49,33,27,13,21,8,36,29,44,2,48,34,20,4,45,0,31,24,5,18,47,23,38,41,16,6,9,28,25,40,42,35,46,15,22,3,7,14,1,11,30,39,12,43,17,
5: 39,18,36,38,23,15,17,1,8,33,40,34,37,22,12,43,9,16,4,2,46,26,7,11,20,47,42,28,31,35,6,0,5,10,49,25,48,3,29,13,21,45,14,30,19,24,41,44,32,27,
6: 2,28,12,34,38,22,19,46,49,21,35,0,40,43,5,36,1,24,6,20,18,25,45,17,44,11,9,4,33,26,39,3,27,15,42,31,47,7,16,10,32,41,8,30,37,48,14,23,29,13,
7: 15,28,31,39,47,12,24,21,17,4,43,45,11,23,5,35,19,29,3,25,42,10,48,40,49,13,6,32,9,26,46,27,7,16,34,37,44,8,14,18,0,33,1,41,22,38,2,20,30,36,
8: 33,27,36,2,47,19,29,35,13,16,48,3,34,43,15,26,37,20,5,44,28,10,40,21,30,1,38,18,8,11,4,12,42,6,49,25,31,39,23,32,17,9,46,22,41,14,24,0,7,45,
9: 23,49,6,13,24,39,45,19,35,12,26,42,17,21,11,48,1,10,46,0,34,9,2,44,25,20,33,5,27,40,3,8,15,7,47,37,30,28,4,31,22,16,18,41,14,29,32,43,38,36,
10: 16,14,25,47,19,23,27,15,46,40,1,9,39,5,33,37,44,20,7,21,24,45,12,48,38,6,4,28,10,35,42,30,49,43,2,18,22,32,8,3,17,34,26,31,29,11,13,41,0,36,
11: 2,14,32,34,45,17,35,25,28,36,21,12,5,16,10,4,24,1,41,19,8,37,26,29,9,44,40,3,49,15,13,48,39,43,31,0,6,27,47,11,20,46,33,18,7,22,38,42,30,23,
12: 41,29,4,32,40,26,21,14,43,15,35,28,24,7,2,34,3,39,48,9,6,16,0,27,8,22,44,25,10,49,31,45,11,1,23,20,46,42,37,47,33,13,38,17,19,36,12,30,5,18,
13: 44,16,18,42,8,37,1,31,6,26,41,17,40,35,7,22,0,29,14,4,30,48,2,11,43,39,3,9,46,12,32,28,23,25,20,38,47,24,19,33,45,15,21,10,5,34,36,13,49,27,
14: 18,32,27,40,20,17,4,42,12,22,37,41,5,14,36,48,23,45,33,16,6,44,1,19,43,13,2,30,8,49,11,9,21,28,34,25,46,0,7,38,31,3,24,26,29,47,10,39,35,15,
15: 11,39,29,26,20,33,13,36,17,12,35,46,48,19,3,1,47,25,31,4,38,9,6,16,45,22,41,27,18,8,49,2,42,28,7,0,34,14,37,5,32,23,43,30,24,21,40,15,44,10,
16: 13,28,24,39,6,3,38,33,42,34,10,46,4,18,5,8,44,47,36,22,17,25,0,32,43,41,2,9,7,23,15,37,1,40,29,49,20,48,27,14,11,21,19,16,30,26,12,35,31,45,
17: 5,42,34,18,29,1,12,8,21,46,32,15,10,39,45,49,19,33,38,30,0,13,16,40,47,2,36,20,11,28,48,17,14,4,24,44,25,7,22,6,37,26,23,43,31,9,41,35,3,27,
18: 46,35,49,11,17,3,21,13,20,39,30,28,1,44,15,0,7,9,40,37,23,26,41,18,47,36,8,4,22,16,2,31,5,42,10,34,24,27,45,14,33,43,38,12,48,29,6,25,19,32,
19: 13,19,47,36,39,27,22,35,18,46,17,1,4,34,5,9,28,40,16,48,25,2,31,37,6,33,10,14,45,32,3,7,20,44,30,15,29,11,21,24,26,43,41,8,12,49,0,42,23,38,
20: 31,20,25,14,9,23,3,42,37,13,36,45,11,40,10,22,18,47,26,33,5,38,46,39,24,15,41,16,49,12,2,34,6,28,44,0,48,21,1,30,32,35,29,4,19,43,8,27,7,17,
21: 27,47,26,8,13,31,4,37,7,45,23,49,35,24,18,3,19,39,25,0,9,1,36,38,10,44,46,11,21,12,20,43,48,33,6,32,42,28,30,34,17,5,29,2,40,14,16,41,22,15,
22: 9,18,36,23,47,15,42,3,13,25,48,24,34,0,39,8,31,35,6,40,43,22,7,14,1,20,38,41,27,37,11,29,10,44,28,19,4,2,12,45,30,33,46,32,5,16,21,26,17,49,
23: 31,23,7,30,22,16,4,32,41,3,9,6,36,15,1,49,20,29,27,25,17,47,8,37,39,46,43,0,38,13,21,44,48,34,42,24,11,40,45,35,18,2,14,19,10,28,26,5,33,12,
24: 47,2,39,18,14,26,40,32,30,20,16,19,21,11,42,8,43,5,9,48,37,13,27,35,44,0,10,1,15,23,33,4,29,12,3,25,17,7,45,38,36,24,46,28,22,34,41,49,6,31,
25: 28,25,47,11,34,38,27,17,3,9,35,37,0,40,5,26,30,20,41,48,22,8,14,29,42,6,4,43,7,18,10,1,31,23,16,19,32,2,39,33,44,46,49,36,21,13,15,45,12,24,
26: 5,26,35,0,41,15,38,24,17,3,12,46,28,37,25,27,19,2,47,9,43,22,49,11,32,7,10,42,48,4,8,30,23,13,40,18,31,14,45,20,1,34,6,29,33,21,16,39,44,36,
27: 35,38,10,26,2,33,39,1,11,31,34,40,4,30,14,21,18,16,44,49,47,9,19,3,8,0,45,32,29,43,48,22,5,42,24,46,6,13,27,17,12,23,37,20,25,28,15,7,41,36,
28: 21,1,12,31,18,45,33,5,49,32,19,17,3,24,22,28,9,48,13,43,40,25,4,38,46,41,6,0,47,16,42,27,15,30,37,7,20,39,14,10,34,26,2,8,11,44,23,36,29,35,
29: 43,20,17,9,33,23,47,11,15,21,1,4,42,18,31,24,40,30,46,6,16,3,48,34,45,25,36,0,13,19,44,7,29,49,32,37,22,12,8,5,2,10,41,35,27,39,14,26,28,38,
